Symbol
Nifty Bank
Finnifty
Nifty Midcap Select
Nifty 50
Nifty Next 50
360 One WAM
ABB
Aditya Birla Capital
Adani Energy Solutions
Adani Enterprises
Adani Green Energy
Adani Ports & SEZ
Adani Power
Alkem Laboratories
Amber Enterprises
Ambuja Cements
Angel One
APL Apollo Tubes
Apollo Hospitals
Ashok Leyland
Asian Paints
Astral
AU Small Finance Bank
Aurobindo Pharma
Axis Bank
Bajaj Auto
Bajaj Finserv
Bajaj Holdings & Investments
Bajaj Finance
Bandhan Bank
Bank of Baroda
Bank of India
Bharat Dynamics
Bharat Electronics
Bharat Forge
Bharti Airtel
Bharat Heavy Electricals
Biocon
Blue Star
Bosch
Bharat Petroleum
Britannia Industries
BSE
CAMS
Canara Bank
CDSL
CG Power & Industrial Solutions
Cholamandalam Investment
Cipla
Coal India
Cochin Shipyard
Coforge
Colgate Palmolive
Container Corporation of India
Crompton Greaves
Cummins
Dabur India
Dalmia Bharat
Delhivery
Divis Laboratories
Dixon Technologies
DLF
Avenue Supermarts DMart
Dr Reddys Laboratories
Eicher Motors
Eternal
Exide Industries
Federal Bank
Force Motors
Fortis Healthcare
GAIL
Glenmark Pharmaceuticals
GMR Airports
Godfrey Phillips
Godrej Consumer Products
Godrej Properties
Grasim Industries
GE Vernova T&D
Hindustan Aeronautics
Havells
HCL Technologies
HDFC AMC
HDFC Bank
HDFC Life Insurance
Hero Motocorp
Hindalco Industries
Hindustan Petroleum
Hindustan Unilever
Hindustan Zinc
Hyundai Motor India
ICICI Bank
ICICI Lombard General Insurance
ICICI Prudential Life Insurance
Vodafone Idea
IDFC First Bank
Indian Energy Exchange
Indian Hotels Company
Indian Bank
Interglobe Aviation
Indusind Bank
Indus Towers
Infosys
Inox Wind
Indian Oil Corporation
IREDA
IRFC
ITC
Jindal Steel
Jio Financial Services
JSW Energy
JSW Steel
Jubilant FoodWorks
Kalyan Jewellers
Kaynes Technology India
KEI Industries
KFin Technologies
Kotak Bank
KPIT Technologies
Laurus Labs
LIC Housing Finance
LIC of India
Lodha Developers
Larsen & Toubro
L&T Finance
LTM
Lupin
Mahindra & Mahindra
Manappuram Finance
Mankind Pharma
Marico
Maruti Suzuki
Max Healthcare Institute
Mazagon Dock Shipbuilders
MCX
Max Financial Services
Samvardhana Motherson International
Motilal Oswal Financial Services
Mphasis
Muthoot Finance
Nippon Life India AMC
NALCO
Info Edge
NBCC
Nestle
NHPC
NMDC
NTPC
Nuvama Wealth Management
Nykaa
Oberoi Realty
Oracle Financial Services Software
Oil India
Oil & Natural Gas Corporation
Page Industries
Patanjali Foods
One 97 Communications
Persistent Systems
Petronet LNG
Power Finance Corporation
PG Electroplast
Phoenix Mills
Pidilite Industries
PI Industries
Punjab National Bank
PNB Housing Finance
PB FinTech
Polycab
Power Grid Corporation of India
Hitachi Energy
Premier Energies
Prestige Estates Projects
Radico Khaitan
RBL Bank
REC
Reliance Industries
Rail Vikas Nigam
Steel Authority of India
SBI Cards
SBI Life Insurance
State Bank of India
Shree Cement
Shriram Finance
Siemens
Solar Industries
Sona BLW Precision Forgings
SRF
Sun Pharmaceutical
Supreme Industries
Suzlon Energy
Swiggy
Tata Consumer Products
Tata Elxsi
Tata Power
Tata Steel
Tata Consultancy Services
Tech Mahindra
Tube Investment
Titan
Tata Motors Passenger Vehicles
Torrent Pharmaceuticals
Trent
TVS Motors
UltraTech Cement
Union Bank of India
United Spirits
UNO Minda
UPL
Varun Beverages
Vedanta
Vishal Mega Mart
Voltas
Waaree Energies
Wipro
Yes Bank
Zydus Life Science
